termos de pesquisa orbit,,,,,,,,,,,,,,
Todo o período,,,,,,,,,,,,,,
Termo de pesquisa,Tipo de corresp.,Adicionada/excluída,Campanha,Grupo de anúncios,Cliques,Impr.,CTR,Código da moeda,CPC méd.,Custo,Tipo de campanha,Taxa de conv.,Conversões,Custo / conv.
montar dossie,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,1,1,100%,BRL,"1,9","1,9",Pesquisa,0%,0,0
software mapeamento de processos grátis,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestão de equipes externas,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,3,0%,BRL,0,0,Pesquisa,0%,0,0
utmify,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
análise swot como fazer,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestão de produtividade,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
delawise,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
magiic,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
business plan,Correspondência exata (variante aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como administrar uma empresa,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
análise swot editável grátis,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,1,3,"33,33%",BRL,"2,02","2,02",Pesquisa,0%,0,0
orbit seidor,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,3,0%,BRL,0,0,Pesquisa,0%,0,0
modelo de planilha de controle de estoque,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
app gerenciamento,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
erp para graficas,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
pareto,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
orbit sistemas,Correspondência exata (variante aproximada),Nenhum,[Rodrigo][Lead][Defesa da marca],Defesa da marca,1,19,"5,26%",BRL,"1,4","1,4",Pesquisa,0%,0,0
como fazer um plano de contingência de uma empresa,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
organograma,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
evolution crm,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
ideia de marketing,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
plataforma de gestão,Correspondência exata,Adicionado,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
gestão de processos administrativos,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
top gestor,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,8,0%,BRL,0,0,Pesquisa,0%,0,0
strategic planning swot,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
matriz swot online,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,1,1,100%,BRL,"1,69","1,69",Pesquisa,0%,0,0
sistema para loja de celular grátis,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
consultoria monday,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
skywork,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,14,0%,BRL,0,0,Pesquisa,0%,0,0
análise de viabilidade econômica,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
analise swot editavel,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
nevoa ai,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
vsm,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
skywork ai,Correspondência ampla,Excluído,[Rodrigo][Search][Leads][Maio],00- recomendação google,2,3,"66,67%",BRL,"7,71","15,42",Pesquisa,0%,0,0
gerenciador financeiro para hospedagem de sites,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
planilha de custo de funcionário grátis,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
service swot analysis,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
swot 8q,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
software para controle de produção grátis,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema agiliza,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,3,0%,BRL,0,0,Pesquisa,0%,0,0
prevision gestão visual e previsível de obras,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
analise swot pessoal,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
organograma de um restaurante pequeno,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
inovally,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
analise mercadologica,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
airtable é gratuito,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
acic mais gestao,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,4,0%,BRL,0,0,Pesquisa,0%,0,0
reinaldin,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
analise de swot fofa,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
metodo p4,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
nibo,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
marketing de performance,Correspondência de frase (variação aproximada),Excluído,[Rodrigo][Search][Leads][Maio],01- Gestão,1,1,100%,BRL,"13,76","13,76",Pesquisa,0%,0,0
modelo de negócio canva,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como fazer uma matriz swot,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
daily agile,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
planilha de controle de demandas,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
tabela de meta,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
meta x,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
sistema para assistência técnica de celular,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
swot excel,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
bpm processos,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
qualizap gestao & qualidade,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
probalc,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,6,0%,BRL,0,0,Pesquisa,0%,0,0
erp winthor,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
locprice,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
criar varejo portal,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sar2g,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
analise swot empresa,Correspondência exata,Adicionado,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,7,0%,BRL,0,0,Pesquisa,0%,0,0
ferramentas para gestão de processos,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
analise de swot modelo,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
nordja,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
plany,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
software de gestão de obras gratuito,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,1,1,100%,BRL,"7,52","7,52",Pesquisa,0%,0,0
precificação de produtos,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
5w2h exemplos,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
planejm,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como fazer um mapeamento de processos de uma empresa,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,1,1,100%,BRL,"2,68","2,68",Pesquisa,0%,0,0
fabrica de software,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
chsistema,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
plaky,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
tareffa ottimizza,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
planejamento estratégico,Correspondência exata,Adicionado,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
sige app,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
swot,Correspondência exata (variante aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,2,4,50%,BRL,"1,99","3,98",Pesquisa,0%,0,0
orbita crm,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
gestor web,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gerenciamento de processos de negócio,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
plano de negócios canvas pronto,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
getbr,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
analise swot,Correspondência exata,Adicionado,[Rodrigo][Search][Leads][Maio],01- Gestão,0,18,0%,BRL,0,0,Pesquisa,0%,0,0
arcanjo software,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
analise swot,Correspondência exata,Adicionado,[Rodrigo][Search][Leads][Maio],00- recomendação google,1,16,"6,25%",BRL,"7,92","7,92",Pesquisa,0%,0,0
padronizar processos,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como fazer uma matriz swot pessoal,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
fluxograma de processos online,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
plano de negocios,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
orbit gestão,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,1,2,50%,BRL,"0,86","0,86",Pesquisa,0%,0,0
inforgerencial,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
matriz swot para preencher,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
octapipe,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
ferramenta de analise swot,Correspondência exata (variante aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
organograma de uma empresa para editar,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
software para planejamento estratégico,Correspondência exata (variante aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
empresa orbit,Correspondência ampla,Nenhum,[Rodrigo][Lead][Defesa da marca],Defesa da marca,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
gestor de negócios,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema para salão de beleza gratuito,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
sistema para barbearia grátis,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
analise swot para preencher,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como fazer uma analise swot,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,5,0%,BRL,0,0,Pesquisa,0%,0,0
como fazer planejamento de trabalho,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
tarefy,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
aplicativo para marmoraria,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como precificar um serviço,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
fluxo unificado,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema de gestão descentralizada,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
empresa fluxograma de processo,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
orbit gestao,Correspondência exata (variante aproximada),Nenhum,[Rodrigo][Lead][Defesa da marca],Defesa da marca,31,74,"41,89%",BRL,"3,36","104,02",Pesquisa,"6,45%",2,"52,01"
blueprint,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
swot analysis template,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
matriz watch,Correspondência exata (variante aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
ferramenta análise swot,Correspondência exata (variante aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
allcon,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
software para reciclagem grátis,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
swot anal,Correspondência exata (variante aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
assertiva,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
planilha de controle de demandas,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
orbit gestão,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
unimble,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
start os,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
quadro de gestão à vista personalizado,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
benway,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
análise swot de uma empresa,Correspondência exata (variante aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
autis analytics,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
geemba,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
simpledte,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como criar um plano de marketing,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestão e desenvolvimento,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
analise de mercado para abrir uma empresa,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
estudo de mercado como fazer,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
smed ferramenta lean,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
site de gestão empresarial,Correspondência exata (variante aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
relevanti,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema de loja gratuito,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
engesys,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
xmanager gerenciamento inteligente,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,6,0%,BRL,0,0,Pesquisa,0%,0,0
sistema de gestão operacional,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,4,0%,BRL,0,0,Pesquisa,0%,0,0
ferramenta bpms,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
g mude,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema hive,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema de gestão de condomínio grátis,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
hubi9,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
bizagi process modeler,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
analise swot template,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
orbitspot,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,3,0%,BRL,0,0,Pesquisa,0%,0,0
matriz para tomada de decisão,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
como administrar uma empresa,Correspondência ampla,Nenhum,[Rodrigo][Lead][Defesa da marca],Defesa da marca,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
matrix swot,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema gdc,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
analise swot de uma universidade,Correspondência de frase,Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
gestao,Correspondência exata (variante aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,3,0%,BRL,0,0,Pesquisa,0%,0,0
pcm,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,1,11,"9,09%",BRL,"2,86","2,86",Pesquisa,0%,0,0
bizagi online gratuito,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
sistema para loja online grátis,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
reportei,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,6,0%,BRL,0,0,Pesquisa,0%,0,0
modelo de matriz swot,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
assesi brasil,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,2,0%,BRL,0,0,Pesquisa,0%,0,0
webgim sistema de informação de vendas,Correspondência de frase (variação aproximada),Nenhum,[Rodrigo][Search][Leads][Maio],01- Gestão,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
metodologia 4dx,Correspondência ampla,Nenhum,[Rodrigo][Search][Leads][Maio],00- recomendação google,0,1,0%,BRL,0,0,Pesquisa,0%,0,0
